date,username,product,sku,model,quantity,unit_type,applied_cost_per_quantity,gross_amount,discount_amount,net_amount,total_monthly_quota,organization,repository,cost_center_name,aic_quantity,aic_gross_amount
2026-06-01,user_0141,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,100.662093,ai-credits,0.01,1.0066209300000004,1.0066209300000004,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0170,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,5.9865435,ai-credits,0.01,0.059865435,0.059865435,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0032,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,327.430656,ai-credits,0.01,3.2743065599999994,3.2743065599999994,0,1900,,,Product-Beta,0,0
2026-06-01,user_0328,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,54.771129,ai-credits,0.01,0.54771129,0.54771129,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0430,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,442.98027900000017,ai-credits,0.01,4.429802790000001,4.429802790000001,0,1900,,,Infra-Security,0,0
2026-06-01,user_0050,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,187.81289099999998,ai-credits,0.01,1.8781289100000003,1.8781289100000003,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0424,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,607.6018620000001,ai-credits,0.01,6.0760186199999975,6.0760186199999975,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0112,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,215.125533,ai-credits,0.01,2.15125533,2.15125533,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0045,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,2068.9691399999992,ai-credits,0.01,20.689691399999997,20.689691399999997,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0283,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,265.20738299999994,ai-credits,0.01,2.65207383,2.65207383,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0418,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,164.94628499999993,ai-credits,0.01,1.6494628500000001,1.6494628500000001,0,1900,,,Operations,0,0
2026-06-01,user_0451,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,8.003992499999999,ai-credits,0.01,0.080039925,0.080039925,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0034,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,136.4252715,ai-credits,0.01,1.364252715,1.364252715,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0235,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,88.49950199999999,ai-credits,0.01,0.88499502,0.88499502,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0260,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,16.235540999999998,ai-credits,0.01,0.16235540999999998,0.16235540999999998,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0426,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,4.946823,ai-credits,0.01,0.049468229999999995,0.049468229999999995,0,1900,,,Infra-Data,0,0
2026-06-01,user_0204,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,293.57848800000005,ai-credits,0.01,2.9357848800000004,2.9357848800000004,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0220,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,62.051975999999996,ai-credits,0.01,0.6205197600000002,0.6205197600000002,0,3900,acme-copilot-enterprise,,Product-Gamma,0,0
2026-06-01,user_0244,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,33.98645249999999,ai-credits,0.01,0.339864525,0.339864525,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0119,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,430.6811039999999,ai-credits,0.01,4.3068110399999995,4.3068110399999995,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0398,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,205.51680449999998,ai-credits,0.01,2.055168045,2.055168045,0,1900,,,Infra-Data,0,0
2026-06-01,user_0390,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,284.3477280000001,ai-credits,0.01,2.8434772799999997,2.8434772799999997,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0004,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,71.62848000000001,ai-credits,0.01,0.7162848,0.7162848,0,1900,,,Infra-Security,0,0
2026-06-01,user_0121,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,178.46892000000003,ai-credits,0.01,1.7846892,1.7846892,0,3900,acme-copilot-enterprise,,Product-Delta,0,0
2026-06-01,user_0242,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,120.81821850000003,ai-credits,0.01,1.2081821850000003,1.2081821850000003,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0082,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,37.03322700000001,ai-credits,0.01,0.3703322700000001,0.3703322700000001,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0024,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,171.902808,ai-credits,0.01,1.7190280799999997,1.7190280799999997,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0257,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,4.348134,ai-credits,0.01,0.04348134,0.04348134,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0099,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,3.5309925,ai-credits,0.01,0.035309925,0.035309925,0,3900,acme-copilot-enterprise,,Operations,0,0
2026-06-01,user_0353,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,670.9896270000002,ai-credits,0.01,6.70989627,6.70989627,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0351,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,6.572412,ai-credits,0.01,0.06572412,0.06572412,0,1900,,,Infra-Cloud,0,0
2026-06-01,user_0164,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,7.188110999999999,ai-credits,0.01,0.07188111,0.07188111,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0268,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,209.94954750000002,ai-credits,0.01,2.099495475,2.099495475,0,3900,acme-copilot-enterprise,,Infra-Cloud,0,0
2026-06-01,user_0072,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,192.814902,ai-credits,0.01,1.9281490200000007,1.9281490200000007,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0407,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1193.1533775000012,ai-credits,0.01,11.931533774999991,11.931533774999991,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0153,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,3443.6122560000013,ai-credits,0.01,34.43612256,34.43612256,0,1900,,,Infra-Cloud,0,0
2026-06-01,user_0320,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,46.40419349999999,ai-credits,0.01,0.464041935,0.464041935,0,1900,,,Infra-SRE,0,0
2026-06-01,user_0084,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,527.6636189999998,ai-credits,0.01,5.276636190000001,5.276636190000001,0,3900,acme-copilot-enterprise,,Infra-Data,0,0
2026-06-01,user_0120,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,10.219545,ai-credits,0.01,0.10219545000000001,0.10219545000000001,0,3900,acme-copilot-enterprise,,Product-Alpha,0,0
2026-06-01,user_0009,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,41.53098599999999,ai-credits,0.01,0.4153098600000001,0.4153098600000001,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0003,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,6.6985695000000005,ai-credits,0.01,0.066985695,0.066985695,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0483,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,33.032349,ai-credits,0.01,0.33032349000000005,0.33032349000000005,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0211,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,13.069444499999998,ai-credits,0.01,0.130694445,0.130694445,0,3900,acme-copilot-enterprise,,Infra-Security,0,0
2026-06-01,user_0020,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,0.3734325,ai-credits,0.01,0.003734325,0.003734325,0,3900,acme-copilot-enterprise,,Product-Alpha,0,0
2026-06-01,user_0043,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,274.108527,ai-credits,0.01,2.74108527,2.74108527,0,3900,acme-copilot-enterprise,,Operations,0,0
2026-06-01,user_0352,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,552.665358,ai-credits,0.01,5.5266535800000005,5.5266535800000005,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0243,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,5.2979535,ai-credits,0.01,0.052979534999999994,0.052979534999999994,0,3900,acme-copilot-enterprise,,Infra-Security,0,0
2026-06-01,user_0057,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,21.157667999999997,ai-credits,0.01,0.21157668000000002,0.21157668000000002,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0237,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,91.00809899999999,ai-credits,0.01,0.9100809900000001,0.9100809900000001,0,1900,,,Infra-Security,0,0
2026-06-01,user_0310,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,35.5904955,ai-credits,0.01,0.35590495499999997,0.35590495499999997,0,3900,acme-copilot-enterprise,,Operations,0,0
2026-06-01,user_0223,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,183.33412650000002,ai-credits,0.01,1.833341265,1.833341265,0,1900,,,Product-Delta,0,0
2026-06-01,user_0217,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,749.4454800000002,ai-credits,0.01,7.494454799999995,7.494454799999995,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0163,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,9.5910885,ai-credits,0.01,0.095910885,0.095910885,0,3900,acme-copilot-enterprise,,Infra-Security,0,0
2026-06-01,user_0225,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,2.0800395,ai-credits,0.01,0.020800395,0.020800395,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0029,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,90.23115150000001,ai-credits,0.01,0.9023115150000001,0.9023115150000001,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0409,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,28.371482999999998,ai-credits,0.01,0.28371483000000003,0.28371483000000003,0,3900,acme-copilot-enterprise,,Product-Alpha,0,0
2026-06-01,user_0278,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,39.128417999999996,ai-credits,0.01,0.3912841799999999,0.3912841799999999,0,1900,,,Operations,0,0
2026-06-01,user_0202,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,350.2689434999999,ai-credits,0.01,3.5026894350000006,3.5026894350000006,0,3900,acme-copilot-enterprise,,Infra-Security,0,0
2026-06-01,user_0037,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,852.1979759999999,ai-credits,0.01,8.521979759999997,8.521979759999997,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0179,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,22.8088665,ai-credits,0.01,0.228088665,0.228088665,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0103,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,48.57063749999999,ai-credits,0.01,0.48570637499999997,0.48570637499999997,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0453,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,33.8382765,ai-credits,0.01,0.338382765,0.338382765,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0161,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,57.5362935,ai-credits,0.01,0.5753629349999999,0.5753629349999999,0,1900,,,Infra-Security,0,0
2026-06-01,user_0326,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,5.144296499999999,ai-credits,0.01,0.05144296499999999,0.05144296499999999,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0333,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,52.597818,ai-credits,0.01,0.52597818,0.52597818,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0416,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,167.5865205,ai-credits,0.01,1.6758652050000005,1.6758652050000005,0,3900,acme-copilot-enterprise,,Infra-Core,0,0
2026-06-01,user_0313,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,29.7500175,ai-credits,0.01,0.297500175,0.297500175,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0160,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,79.58358449999997,ai-credits,0.01,0.7958358449999999,0.7958358449999999,0,1900,,,Product-Beta,0,0
2026-06-01,user_0210,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,173.46360150000004,ai-credits,0.01,1.7346360149999993,1.7346360149999993,0,1900,,,Operations,0,0
2026-06-01,user_0459,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,12.860127,ai-credits,0.01,0.12860127,0.12860127,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0051,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,139.03819649999997,ai-credits,0.01,1.3903819650000002,1.3903819650000002,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0236,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,272.80701,ai-credits,0.01,2.7280701000000005,2.7280701000000005,0,1900,,,Operations,0,0
2026-06-01,user_0344,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,4.1681745,ai-credits,0.01,0.041681745,0.041681745,0,1900,,,Infra-Cloud,0,0
2026-06-01,user_0070,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,23.159902499999998,ai-credits,0.01,0.23159902500000001,0.23159902500000001,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0224,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,597.3183405,ai-credits,0.01,5.973183404999995,5.973183404999995,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0381,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,227.531115,ai-credits,0.01,2.2753111500000003,2.2753111500000003,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0297,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,32.45051250000001,ai-credits,0.01,0.32450512500000006,0.32450512500000006,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0331,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,2888.858889000001,ai-credits,0.01,28.888588889999983,28.888588889999983,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0007,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1053.6821189999994,ai-credits,0.01,10.536821190000001,10.536821190000001,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0216,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,815.2297020000005,ai-credits,0.01,8.152297020000002,8.152297020000002,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0115,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,74.85628500000001,ai-credits,0.01,0.7485628499999999,0.7485628499999999,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0133,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,21.192380999999997,ai-credits,0.01,0.21192381000000002,0.21192381000000002,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0491,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1139.6180249999998,ai-credits,0.01,11.396180250000004,11.396180250000004,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0060,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,13.185774,ai-credits,0.01,0.13185773999999997,0.13185773999999997,0,3900,acme-copilot-enterprise,,Infra-Security,0,0
2026-06-01,user_0089,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1278.6161535000015,ai-credits,0.01,12.786161534999996,12.786161534999996,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0079,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,896.3352404999998,ai-credits,0.01,8.963352405000006,8.963352405000006,0,3900,acme-copilot-enterprise,,Product-Gamma,0,0
2026-06-01,user_0158,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,238.3132185,ai-credits,0.01,2.3831321850000005,2.3831321850000005,0,1900,,,Infra-Security,0,0
2026-06-01,user_0441,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,219.22242299999996,ai-credits,0.01,2.192224229999999,2.192224229999999,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0350,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,106.62277499999998,ai-credits,0.01,1.06622775,1.06622775,0,1900,,,Infra-Security,0,0
2026-06-01,user_0354,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,181.7818695,ai-credits,0.01,1.8178186949999997,1.8178186949999997,0,1900,,,Operations,0,0
2026-06-01,user_0493,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,24.6355515,ai-credits,0.01,0.24635551499999997,0.24635551499999997,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0403,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1144.206693,ai-credits,0.01,11.442066929999996,11.442066929999996,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0062,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,2.4778845,ai-credits,0.01,0.024778845,0.024778845,0,3900,acme-copilot-enterprise,,Product-Alpha,0,0
2026-06-01,user_0475,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,208.74848400000002,ai-credits,0.01,2.08748484,2.08748484,0,1900,,,Infra-SRE,0,0
2026-06-01,user_0466,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,0.518805,ai-credits,0.01,0.00518805,0.00518805,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0444,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,12.955792500000001,ai-credits,0.01,0.129557925,0.129557925,0,3900,acme-copilot-enterprise,,Product-Alpha,0,0
2026-06-01,user_0171,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,489.7124819999998,ai-credits,0.01,4.897124820000004,4.897124820000004,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0110,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,340.41309750000005,ai-credits,0.01,3.4041309749999997,3.4041309749999997,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0041,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,29.867575499999997,ai-credits,0.01,0.298675755,0.298675755,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0227,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,839.7363240000009,ai-credits,0.01,8.397363239999999,8.397363239999999,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0018,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,416.71961099999976,ai-credits,0.01,4.167196110000002,4.167196110000002,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0487,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,69.097329,ai-credits,0.01,0.69097329,0.69097329,0,1900,,,Infra-Security,0,0
2026-06-01,user_0265,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,28.6487775,ai-credits,0.01,0.286487775,0.286487775,0,3900,acme-copilot-enterprise,,Infra-Cloud,0,0
2026-06-01,user_0405,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,100.96685550000002,ai-credits,0.01,1.0096685550000002,1.0096685550000002,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0387,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,1419.2661104999997,ai-credits,0.01,14.192661105000003,14.192661105000003,0,3900,acme-copilot-enterprise,,Product-Gamma,0,0
2026-06-01,user_0226,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,225.8644815,ai-credits,0.01,2.258644815,2.258644815,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0157,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,36.6705045,ai-credits,0.01,0.3667050449999999,0.3667050449999999,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0376,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,200.50102800000005,ai-credits,0.01,2.00501028,2.00501028,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0404,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,223.38621899999998,ai-credits,0.01,2.2338621900000004,2.2338621900000004,0,3900,acme-copilot-enterprise,,Product-Epsilon,0,0
2026-06-01,user_0143,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,14.318891999999998,ai-credits,0.01,0.14318892,0.14318892,0,3900,acme-copilot-enterprise,,Infra-Cloud,0,0
2026-06-01,user_0056,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,120.217986,ai-credits,0.01,1.2021798600000002,1.2021798600000002,0,1900,,,Product-Gamma,0,0
2026-06-01,user_0282,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,166.9933754999999,ai-credits,0.01,1.6699337550000002,1.6699337550000002,0,3900,acme-copilot-enterprise,,Product-Beta,0,0
2026-06-01,user_0071,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,183.70818899999998,ai-credits,0.01,1.8370818899999999,1.8370818899999999,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0011,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,50.75021699999999,ai-credits,0.01,0.50750217,0.50750217,0,3900,acme-copilot-enterprise,,Infra-SRE,0,0
2026-06-01,user_0334,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,58.36398750000001,ai-credits,0.01,0.583639875,0.583639875,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0382,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,10.0262925,ai-credits,0.01,0.100262925,0.100262925,0,3900,acme-copilot-enterprise,,Infra-Cloud,0,0
2026-06-01,user_0069,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,57.3351345,ai-credits,0.01,0.5733513449999998,0.5733513449999998,0,3900,acme-copilot-enterprise,,Platform Engineering,0,0
2026-06-01,user_0150,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,578.687571,ai-credits,0.01,5.786875709999999,5.786875709999999,0,1900,,,Operations,0,0
2026-06-01,user_0330,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,138.29013449999997,ai-credits,0.01,1.382901345,1.382901345,0,1900,,,Infra-Security,0,0
2026-06-01,user_0287,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,9.1973385,ai-credits,0.01,0.09197338499999999,0.09197338499999999,0,1900,,,Infra-Data,0,0
2026-06-01,user_0234,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,119.14452899999999,ai-credits,0.01,1.1914452899999999,1.1914452899999999,0,3900,acme-copilot-enterprise,,Operations,0,0
2026-06-01,user_0249,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,3.200589,ai-credits,0.01,0.03200589,0.03200589,0,1900,,,Platform Engineering,0,0
2026-06-01,user_0269,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,570.628926,ai-credits,0.01,5.7062892599999975,5.7062892599999975,0,1900,,,Infra-Security,0,0
2026-06-01,user_0136,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,136.40208750000002,ai-credits,0.01,1.3640208750000002,1.3640208750000002,0,1900,,,Infra-Data,0,0
2026-06-01,user_0303,copilot,copilot_ai_credit,Auto: GPT-5.3-Codex,14.63868,ai-credits,0.01,0.1463868,0.1463868,0,3900,acme-copilot-enterprise,,Infra-Cloud,0,0
